intersection,street_1,street_2,zipcode,longitude,latitude
N LARRABEE ST & W BLACKHAWK ST,N LARRABEE ST,W BLACKHAWK ST,60610,-87.64338,41.90918
N LARRABEE ST & W CHICAGO AVE,N LARRABEE ST,W CHICAGO AVE,60654,-87.64293,41.89648
N LARRABEE ST & W DICKENS AVE,N LARRABEE ST,W DICKENS AVE,60614,-87.64373,41.92007
N LARRABEE ST & W DIVISION ST,N LARRABEE ST,W DIVISION ST,60610,-87.64322,41.90372
N LARRABEE ST & W ELM ST,N LARRABEE ST,W ELM ST,60610,-87.64318,41.90265
N LARRABEE ST & W ERIE ST,N LARRABEE ST,W ERIE ST,60654,-87.6429,41.89388
N LARRABEE ST & W EUGENIE ST,N LARRABEE ST,W EUGENIE ST,60614,-87.64349,41.91281
N LARRABEE ST & W HOBBIE ST,N LARRABEE ST,W HOBBIE ST,60610,-87.64313,41.90148
N LARRABEE ST & W HURON ST,N LARRABEE ST,W HURON ST,60654,-87.6429,41.89467
N LARRABEE ST & W MENOMONEE ST,N LARRABEE ST,W MENOMONEE ST,60614,-87.64355,41.91462
N LARRABEE ST & W NORTH AVE,N LARRABEE ST,W NORTH AVE,60614,-87.64343,41.91102
N LARRABEE ST & W OAK ST,N LARRABEE ST,W OAK ST,60610,-87.64309,41.90041
N LARRABEE ST & W SCOTT ST,N LARRABEE ST,W SCOTT ST,60610,-87.64326,41.90505
N LARRABEE ST & W SUPERIOR ST,N LARRABEE ST,W SUPERIOR ST,60654,-87.64297,41.89552
N LARRABEE ST & W WILLOW ST,N LARRABEE ST,W WILLOW ST,60614,-87.64353,41.9139
N LARRABEE ST & W WISCONSIN ST,N LARRABEE ST,W WISCONSIN ST,60614,-87.64361,41.91646
N LATHAM AVE & N LAWLER AVE,N LATHAM AVE,N LAWLER AVE,60630,-87.75277,41.98093
N LATROBE AVE & N ROGERS AVE,N LATROBE AVE,N ROGERS AVE,60630,-87.75875,41.9768
N LATROBE AVE & W ARMSTRONG AVE,N LATROBE AVE,W ARMSTRONG AVE,60646,-87.76034,41.98443
N LATROBE AVE & W AUGUSTA BLVD,N LATROBE AVE,W AUGUSTA BLVD,60651,-87.75692,41.89858
N LATROBE AVE & W BELDEN AVE,N LATROBE AVE,W BELDEN AVE,60639,-87.75732,41.92227
N LATROBE AVE & W BLOOMINGDALE AVE,N LATROBE AVE,W BLOOMINGDALE AVE,60639,-87.75702,41.91314
N LATROBE AVE & W CHICAGO AVE,N LATROBE AVE,W CHICAGO AVE,60651,-87.75683,41.89492
N LATROBE AVE & W DICKENS AVE,N LATROBE AVE,W DICKENS AVE,60639,-87.75722,41.91865
N LATROBE AVE & W DIVISION ST,N LATROBE AVE,W DIVISION ST,60651,-87.75701,41.90224
N LATROBE AVE & W FOSTER AVE,N LATROBE AVE,W FOSTER AVE,60630,-87.75902,41.97521
N LATROBE AVE & W FULLERTON AVE,N LATROBE AVE,W FULLERTON AVE,60639,-87.75737,41.92409
N LATROBE AVE & W FULTON ST,N LATROBE AVE,W FULTON ST,60644,-87.75648,41.88562
N LATROBE AVE & W GALEWOOD AVE,N LATROBE AVE,W GALEWOOD AVE,60639,-87.75709,41.91471
N LATROBE AVE & W GRAND AVE,N LATROBE AVE,W GRAND AVE,60639,-87.75717,41.91717
N LATROBE AVE & W HIRSCH ST,N LATROBE AVE,W HIRSCH ST,60651,-87.75709,41.90586
N LATROBE AVE & W HURON ST,N LATROBE AVE,W HURON ST,60644,-87.75675,41.89299
N LATROBE AVE & W IOWA ST,N LATROBE AVE,W IOWA ST,60651,-87.75687,41.89675
N LATROBE AVE & W KAMERLING AVE,N LATROBE AVE,W KAMERLING AVE,60651,-87.75703,41.90495
N LATROBE AVE & W LAKE ST,N LATROBE AVE,W LAKE ST,60644,-87.75653,41.88726
N LATROBE AVE & W LE MOYNE ST,N LATROBE AVE,W LE MOYNE ST,60651,-87.75715,41.90767
N LATROBE AVE & W MADISON ST,N LATROBE AVE,W MADISON ST,60644,-87.75628,41.88036
N LATROBE AVE & W NORTH AVE,N LATROBE AVE,W NORTH AVE,60639,-87.75688,41.90949
N LATROBE AVE & W OHIO ST,N LATROBE AVE,W OHIO ST,60644,-87.75669,41.89119
N LATROBE AVE & W OLIVE AVE,N LATROBE AVE,W OLIVE AVE,60646,-87.76033,41.98399
N LATROBE AVE & W PALMER ST,N LATROBE AVE,W PALMER ST,60639,-87.75727,41.92044
N LATROBE AVE & W POTOMAC AVE,N LATROBE AVE,W POTOMAC AVE,60651,-87.75702,41.90405
N LATROBE AVE & W SEMINOLE ST,N LATROBE AVE,W SEMINOLE ST,60646,-87.76045,41.98492
N LATROBE AVE & W THOMAS ST,N LATROBE AVE,W THOMAS ST,60651,-87.75696,41.90041
N LATROBE AVE & W WABANSIA AVE,N LATROBE AVE,W WABANSIA AVE,60639,-87.75695,41.91132
N LATROBE AVE & W WASHINGTON BLVD,N LATROBE AVE,W WASHINGTON BLVD,60644,-87.75636,41.88235
N LAVERGNE AVE & W ADDISON ST,N LAVERGNE AVE,W ADDISON ST,60641,-87.75201,41.94606
N LAVERGNE AVE & W AGATITE AVE,N LAVERGNE AVE,W AGATITE AVE,60630,-87.75244,41.96158
N LAVERGNE AVE & W AINSLIE ST,N LAVERGNE AVE,W AINSLIE ST,60630,-87.75268,41.96979
N LAVERGNE AVE & W ALTGELD ST,N LAVERGNE AVE,W ALTGELD ST,60639,-87.75129,41.92603
N LAVERGNE AVE & W ARGYLE ST,N LAVERGNE AVE,W ARGYLE ST,60630,-87.75277,41.97162
N LAVERGNE AVE & W ARMITAGE AVE,N LAVERGNE AVE,W ARMITAGE AVE,60639,-87.75093,41.91687
N LAVERGNE AVE & W AUGUSTA BLVD,N LAVERGNE AVE,W AUGUSTA BLVD,60651,-87.75079,41.89863
N LAVERGNE AVE & W BARRY AVE,N LAVERGNE AVE,W BARRY AVE,60641,-87.75172,41.93694
N LAVERGNE AVE & W BELDEN AVE,N LAVERGNE AVE,W BELDEN AVE,60639,-87.75117,41.92235
N LAVERGNE AVE & W BELLE PLAINE AVE,N LAVERGNE AVE,W BELLE PLAINE AVE,60641,-87.75219,41.95519
N LAVERGNE AVE & W BELMONT AVE,N LAVERGNE AVE,W BELMONT AVE,60641,-87.75179,41.93876
N LAVERGNE AVE & W BERENICE AVE,N LAVERGNE AVE,W BERENICE AVE,60641,-87.75216,41.95061
N LAVERGNE AVE & W BYRON ST,N LAVERGNE AVE,W BYRON ST,60641,-87.75218,41.95151
N LAVERGNE AVE & W CARMEN AVE,N LAVERGNE AVE,W CARMEN AVE,60630,-87.75284,41.97344
N LAVERGNE AVE & W CHICAGO AVE,N LAVERGNE AVE,W CHICAGO AVE,60651,-87.75071,41.89496
N LAVERGNE AVE & W CORNELIA AVE,N LAVERGNE AVE,W CORNELIA AVE,60641,-87.75195,41.94424
N LAVERGNE AVE & W CORTEZ ST,N LAVERGNE AVE,W CORTEZ ST,60651,-87.75081,41.89955
N LAVERGNE AVE & W CRYSTAL ST,N LAVERGNE AVE,W CRYSTAL ST,60651,-87.75089,41.90321
N LAVERGNE AVE & W DAKIN ST,N LAVERGNE AVE,W DAKIN ST,60641,-87.75221,41.95241
N LAVERGNE AVE & W DEMING PL,N LAVERGNE AVE,W DEMING PL,60639,-87.75133,41.92694
N LAVERGNE AVE & W DICKENS AVE,N LAVERGNE AVE,W DICKENS AVE,60639,-87.75107,41.91869
N LAVERGNE AVE & W DIVERSEY AVE,N LAVERGNE AVE,W DIVERSEY AVE,60639,-87.75151,41.93147
N LAVERGNE AVE & W DIVISION ST,N LAVERGNE AVE,W DIVISION ST,60651,-87.75087,41.9023
N LAVERGNE AVE & W DRUMMOND PL,N LAVERGNE AVE,W DRUMMOND PL,60639,-87.7514,41.92875
N LAVERGNE AVE & W EDDY ST,N LAVERGNE AVE,W EDDY ST,60641,-87.75198,41.94521
N LAVERGNE AVE & W ERIE ST,N LAVERGNE AVE,W ERIE ST,60644,-87.75061,41.89223
N LAVERGNE AVE & W FERDINAND ST,N LAVERGNE AVE,W FERDINAND ST,60644,-87.7505,41.88935
N LAVERGNE AVE & W FLETCHER ST,N LAVERGNE AVE,W FLETCHER ST,60641,-87.75176,41.93785
N LAVERGNE AVE & W FOSTER AVE,N LAVERGNE AVE,W FOSTER AVE,60630,-87.7529,41.97527
N LAVERGNE AVE & W FULLERTON AVE,N LAVERGNE AVE,W FULLERTON AVE,60639,-87.75123,41.92417
N LAVERGNE AVE & W FULTON ST,N LAVERGNE AVE,W FULTON ST,60644,-87.75036,41.8857
N LAVERGNE AVE & W GEORGE ST,N LAVERGNE AVE,W GEORGE ST,60641,-87.75158,41.93329
N LAVERGNE AVE & W GRACE ST,N LAVERGNE AVE,W GRACE ST,60641,-87.75213,41.94971
N LAVERGNE AVE & W GUNNISON ST,N LAVERGNE AVE,W GUNNISON ST,60630,-87.75265,41.96888
N LAVERGNE AVE & W HENDERSON ST,N LAVERGNE AVE,W HENDERSON ST,60641,-87.75187,41.9415
N LAVERGNE AVE & W HIRSCH ST,N LAVERGNE AVE,W HIRSCH ST,60651,-87.75096,41.90593
N LAVERGNE AVE & W HUBBARD ST,N LAVERGNE AVE,W HUBBARD ST,60644,-87.75047,41.88864
N LAVERGNE AVE & W HURON ST,N LAVERGNE AVE,W HURON ST,60644,-87.75064,41.89312
N LAVERGNE AVE & W IOWA ST,N LAVERGNE AVE,W IOWA ST,60651,-87.75075,41.89679
N LAVERGNE AVE & W IRVING PARK RD,N LAVERGNE AVE,W IRVING PARK RD,60641,-87.75224,41.95336
N LAVERGNE AVE & W KAMERLING AVE,N LAVERGNE AVE,W KAMERLING AVE,60651,-87.75093,41.90502
N LAVERGNE AVE & W KINZIE ST,N LAVERGNE AVE,W KINZIE ST,60644,-87.75044,41.88787
N LAVERGNE AVE & W LAKE ST,N LAVERGNE AVE,W LAKE ST,60644,-87.75041,41.88691
N LAVERGNE AVE & W LAWRENCE AVE,N LAVERGNE AVE,W LAWRENCE AVE,60630,-87.75264,41.96797
N LAVERGNE AVE & W LE MOYNE ST,N LAVERGNE AVE,W LE MOYNE ST,60651,-87.751,41.90774
N LAVERGNE AVE & W LELAND AVE,N LAVERGNE AVE,W LELAND AVE,60630,-87.75262,41.96653
N LAVERGNE AVE & W MADISON ST,N LAVERGNE AVE,W MADISON ST,60644,-87.75017,41.88043
N LAVERGNE AVE & W MAYPOLE AVE,N LAVERGNE AVE,W MAYPOLE AVE,60644,-87.75032,41.88439
N LAVERGNE AVE & W MEDILL AVE,N LAVERGNE AVE,W MEDILL AVE,60639,-87.7512,41.92328
N LAVERGNE AVE & W MELROSE ST,N LAVERGNE AVE,W MELROSE ST,60641,-87.75182,41.93968
N LAVERGNE AVE & W MONTANA ST,N LAVERGNE AVE,W MONTANA ST,60639,-87.75125,41.92512
N LAVERGNE AVE & W MONTROSE AVE,N LAVERGNE AVE,W MONTROSE AVE,60641,-87.75241,41.96066
N LAVERGNE AVE & W NELSON ST,N LAVERGNE AVE,W NELSON ST,60641,-87.75168,41.93603
N LAVERGNE AVE & W NEWPORT AVE,N LAVERGNE AVE,W NEWPORT AVE,60641,-87.75192,41.94333
N LAVERGNE AVE & W NORTH AVE,N LAVERGNE AVE,W NORTH AVE,60639,-87.75104,41.90956
N LAVERGNE AVE & W OAKDALE AVE,N LAVERGNE AVE,W OAKDALE AVE,60641,-87.75161,41.9342
N LAVERGNE AVE & W OHIO ST,N LAVERGNE AVE,W OHIO ST,60644,-87.75058,41.89133
N LAVERGNE AVE & W PALMER ST,N LAVERGNE AVE,W PALMER ST,60639,-87.75113,41.92052
N LAVERGNE AVE & W PARKER AVE,N LAVERGNE AVE,W PARKER AVE,60639,-87.75147,41.93056
N LAVERGNE AVE & W PATTERSON AVE,N LAVERGNE AVE,W PATTERSON AVE,60641,-87.75205,41.94698
N LAVERGNE AVE & W PENSACOLA AVE,N LAVERGNE AVE,W PENSACOLA AVE,60641,-87.75191,41.95976
N LAVERGNE AVE & W POTOMAC AVE,N LAVERGNE AVE,W POTOMAC AVE,60651,-87.75091,41.90412
N LAVERGNE AVE & W RACE AVE,N LAVERGNE AVE,W RACE AVE,60644,-87.75054,41.89043
N LAVERGNE AVE & W RICE ST,N LAVERGNE AVE,W RICE ST,60651,-87.75073,41.89591
N LAVERGNE AVE & W ROSCOE ST,N LAVERGNE AVE,W ROSCOE ST,60641,-87.7519,41.94241
N LAVERGNE AVE & W SCHOOL ST,N LAVERGNE AVE,W SCHOOL ST,60641,-87.75185,41.94059
N LAVERGNE AVE & W SCHUBERT AVE,N LAVERGNE AVE,W SCHUBERT AVE,60639,-87.75143,41.92966
N LAVERGNE AVE & W STRONG ST,N LAVERGNE AVE,W STRONG ST,60630,-87.75271,41.9707
N LAVERGNE AVE & W SUNNYSIDE AVE,N LAVERGNE AVE,W SUNNYSIDE AVE,60630,-87.75247,41.96249
N LAVERGNE AVE & W SUPERIOR ST,N LAVERGNE AVE,W SUPERIOR ST,60644,-87.75067,41.89401
N LAVERGNE AVE & W THOMAS ST,N LAVERGNE AVE,W THOMAS ST,60651,-87.75083,41.90047
N LAVERGNE AVE & W WALTON ST,N LAVERGNE AVE,W WALTON ST,60651,-87.75077,41.8977
N LAVERGNE AVE & W WARWICK AVE,N LAVERGNE AVE,W WARWICK AVE,60641,-87.7521,41.9488
N LAVERGNE AVE & W WASHINGTON BLVD,N LAVERGNE AVE,W WASHINGTON BLVD,60644,-87.75022,41.88175
N LAVERGNE AVE & W WAVELAND AVE,N LAVERGNE AVE,W WAVELAND AVE,60641,-87.75208,41.94789
N LAVERGNE AVE & W WELLINGTON AVE,N LAVERGNE AVE,W WELLINGTON AVE,60641,-87.75165,41.93512
N LAVERGNE AVE & W WEST END AVE,N LAVERGNE AVE,W WEST END AVE,60644,-87.75027,41.88307
N LAVERGNE AVE & W WILSON AVE,N LAVERGNE AVE,W WILSON AVE,60630,-87.75253,41.96431
N LAVERGNE AVE & W WINDSOR AVE,N LAVERGNE AVE,W WINDSOR AVE,60630,-87.7525,41.9634
N LAVERGNE AVE & W WINNEMAC AVE,N LAVERGNE AVE,W WINNEMAC AVE,60630,-87.75285,41.97252
N LAVERGNE AVE & W WINONA ST,N LAVERGNE AVE,W WINONA ST,60630,-87.75288,41.97436
N LAVERGNE AVE & W WOLFRAM ST,N LAVERGNE AVE,W WOLFRAM ST,60641,-87.75154,41.93238
N LAVERGNE AVE & W WRIGHTWOOD AVE,N LAVERGNE AVE,W WRIGHTWOOD AVE,60639,-87.75136,41.92785
N LAWLER AVE & W ARMITAGE AVE,N LAWLER AVE,W ARMITAGE AVE,60639,-87.75216,41.91686
N LAWLER AVE & W AUGUSTA BLVD,N LAWLER AVE,W AUGUSTA BLVD,60651,-87.75202,41.89862
N LAWLER AVE & W BALMORAL AVE,N LAWLER AVE,W BALMORAL AVE,60630,-87.75374,41.97891
N LAWLER AVE & W BELDEN AVE,N LAWLER AVE,W BELDEN AVE,60639,-87.7524,41.92233
N LAWLER AVE & W BELLE PLAINE AVE,N LAWLER AVE,W BELLE PLAINE AVE,60641,-87.75353,41.95517
N LAWLER AVE & W BERTEAU AVE,N LAWLER AVE,W BERTEAU AVE,60641,-87.75358,41.95699
N LAWLER AVE & W BERWYN AVE,N LAWLER AVE,W BERWYN AVE,60630,-87.75371,41.97787
N LAWLER AVE & W CATALPA AVE,N LAWLER AVE,W CATALPA AVE,60630,-87.75377,41.97996
N LAWLER AVE & W CHICAGO AVE,N LAWLER AVE,W CHICAGO AVE,60651,-87.75193,41.89495
N LAWLER AVE & W DICKENS AVE,N LAWLER AVE,W DICKENS AVE,60639,-87.75231,41.91868
N LAWLER AVE & W DIVISION ST,N LAWLER AVE,W DIVISION ST,60651,-87.7521,41.90229
N LAWLER AVE & W FERDINAND ST,N LAWLER AVE,W FERDINAND ST,60644,-87.75172,41.88934
N LAWLER AVE & W HIRSCH ST,N LAWLER AVE,W HIRSCH ST,60651,-87.75218,41.90592
N LAWLER AVE & W IOWA ST,N LAWLER AVE,W IOWA ST,60651,-87.75197,41.89678
N LAWLER AVE & W IRVING PARK RD,N LAWLER AVE,W IRVING PARK RD,60641,-87.75347,41.95334
N LAWLER AVE & W KINZIE ST,N LAWLER AVE,W KINZIE ST,60644,-87.75167,41.88786
N LAWLER AVE & W LAWRENCE AVE,N LAWLER AVE,W LAWRENCE AVE,60630,-87.75368,41.96795
N LAWLER AVE & W LE MOYNE ST,N LAWLER AVE,W LE MOYNE ST,60651,-87.75222,41.90773
N LAWLER AVE & W LELAND AVE,N LAWLER AVE,W LELAND AVE,60630,-87.75365,41.96717
N LAWLER AVE & W NORTH AVE,N LAWLER AVE,W NORTH AVE,60639,-87.75226,41.90955
N LAWLER AVE & W OHIO ST,N LAWLER AVE,W OHIO ST,60644,-87.7518,41.89132
N LAWLER AVE & W PALMER ST,N LAWLER AVE,W PALMER ST,60639,-87.75236,41.92051
N LAWLER AVE & W THOMAS ST,N LAWLER AVE,W THOMAS ST,60651,-87.75206,41.90045
N LAWLER AVE & W WILSON AVE,N LAWLER AVE,W WILSON AVE,60630,-87.75374,41.96429
N LAWNDALE AVE & N MILWAUKEE AVE,N LAWNDALE AVE,N MILWAUKEE AVE,60618,-87.71998,41.93674
N LAWNDALE AVE & N PARKVIEW TER,N LAWNDALE AVE,N PARKVIEW TER,60618,-87.72012,41.94854
N LAWNDALE AVE & W ADDISON ST,N LAWNDALE AVE,W ADDISON ST,60618,-87.72006,41.94647
N LAWNDALE AVE & W AGATITE AVE,N LAWNDALE AVE,W AGATITE AVE,60625,-87.72052,41.96195
N LAWNDALE AVE & W AINSLIE ST,N LAWNDALE AVE,W AINSLIE ST,60625,-87.72075,41.97014
N LAWNDALE AVE & W ALTGELD ST,N LAWNDALE AVE,W ALTGELD ST,60647,-87.71948,41.92638
N LAWNDALE AVE & W ARGYLE ST,N LAWNDALE AVE,W ARGYLE ST,60625,-87.7208,41.97197
N LAWNDALE AVE & W ARMITAGE AVE,N LAWNDALE AVE,W ARMITAGE AVE,60647,-87.71922,41.91725
N LAWNDALE AVE & W AUGUSTA BLVD,N LAWNDALE AVE,W AUGUSTA BLVD,60651,-87.71887,41.89908
N LAWNDALE AVE & W BARRY AVE,N LAWNDALE AVE,W BARRY AVE,60618,-87.71964,41.93736
N LAWNDALE AVE & W BELDEN AVE,N LAWNDALE AVE,W BELDEN AVE,60647,-87.71939,41.92274
N LAWNDALE AVE & W BELLE PLAINE AVE,N LAWNDALE AVE,W BELLE PLAINE AVE,60618,-87.72032,41.95558
N LAWNDALE AVE & W BELMONT AVE,N LAWNDALE AVE,W BELMONT AVE,60618,-87.71985,41.93919
N LAWNDALE AVE & W BERTEAU AVE,N LAWNDALE AVE,W BERTEAU AVE,60618,-87.72037,41.9574
N LAWNDALE AVE & W BYRON ST,N LAWNDALE AVE,W BYRON ST,60618,-87.72021,41.95194
N LAWNDALE AVE & W CARMEN AVE,N LAWNDALE AVE,W CARMEN AVE,60625,-87.72084,41.97379
N LAWNDALE AVE & W CHICAGO AVE,N LAWNDALE AVE,W CHICAGO AVE,60651,-87.71875,41.89544
N LAWNDALE AVE & W CONCORD PL,N LAWNDALE AVE,W CONCORD PL,60647,-87.71902,41.9109
N LAWNDALE AVE & W CORNELIA AVE,N LAWNDALE AVE,W CORNELIA AVE,60618,-87.72001,41.94465
N LAWNDALE AVE & W CORTLAND ST,N LAWNDALE AVE,W CORTLAND ST,60647,-87.71916,41.91543
N LAWNDALE AVE & W CULLOM AVE,N LAWNDALE AVE,W CULLOM AVE,60618,-87.72043,41.95922
N LAWNDALE AVE & W DEVON AVE,N LAWNDALE AVE,W DEVON AVE,0,-87.72153,41.99727
N LAWNDALE AVE & W DICKENS AVE,N LAWNDALE AVE,W DICKENS AVE,60647,-87.71927,41.91908
N LAWNDALE AVE & W DIVERSEY AVE,N LAWNDALE AVE,W DIVERSEY AVE,60618,-87.71964,41.93188
N LAWNDALE AVE & W DIVISION ST,N LAWNDALE AVE,W DIVISION ST,60651,-87.719,41.90273
N LAWNDALE AVE & W EDDY ST,N LAWNDALE AVE,W EDDY ST,60618,-87.72003,41.94556
N LAWNDALE AVE & W FERDINAND ST,N LAWNDALE AVE,W FERDINAND ST,60624,-87.71859,41.88992
N LAWNDALE AVE & W FULLERTON AVE,N LAWNDALE AVE,W FULLERTON AVE,60647,-87.71944,41.92457
N LAWNDALE AVE & W GEORGE ST,N LAWNDALE AVE,W GEORGE ST,60618,-87.71968,41.93371
N LAWNDALE AVE & W GLENLAKE AVE,N LAWNDALE AVE,W GLENLAKE AVE,60659,-87.7214,41.99196
N LAWNDALE AVE & W GRACE ST,N LAWNDALE AVE,W GRACE ST,60618,-87.72016,41.95011
N LAWNDALE AVE & W GRAND AVE,N LAWNDALE AVE,W GRAND AVE,60651,-87.71977,41.90352
N LAWNDALE AVE & W GRANVILLE AVE,N LAWNDALE AVE,W GRANVILLE AVE,60659,-87.72144,41.99373
N LAWNDALE AVE & W HIRSCH ST,N LAWNDALE AVE,W HIRSCH ST,60651,-87.71911,41.90635
N LAWNDALE AVE & W HURON ST,N LAWNDALE AVE,W HURON ST,60624,-87.7187,41.8936
N LAWNDALE AVE & W IOWA ST,N LAWNDALE AVE,W IOWA ST,60651,-87.71881,41.89726
N LAWNDALE AVE & W IRVING PARK RD,N LAWNDALE AVE,W IRVING PARK RD,60618,-87.72026,41.95375
N LAWNDALE AVE & W LAWRENCE AVE,N LAWNDALE AVE,W LAWRENCE AVE,60625,-87.7207,41.96832
N LAWNDALE AVE & W LE MOYNE ST,N LAWNDALE AVE,W LE MOYNE ST,60651,-87.71881,41.90816
N LAWNDALE AVE & W LELAND AVE,N LAWNDALE AVE,W LELAND AVE,60625,-87.72064,41.9665
N LAWNDALE AVE & W LYNDALE ST,N LAWNDALE AVE,W LYNDALE ST,60647,-87.71936,41.92183
N LAWNDALE AVE & W MCLEAN AVE,N LAWNDALE AVE,W MCLEAN AVE,60647,-87.71925,41.91817
N LAWNDALE AVE & W MONTROSE AVE,N LAWNDALE AVE,W MONTROSE AVE,60625,-87.72049,41.96104
N LAWNDALE AVE & W NORTH AVE,N LAWNDALE AVE,W NORTH AVE,60647,-87.71897,41.90997
N LAWNDALE AVE & W OHIO ST,N LAWNDALE AVE,W OHIO ST,60624,-87.71865,41.89176
N LAWNDALE AVE & W PALMER ST,N LAWNDALE AVE,W PALMER ST,60647,-87.71933,41.92091
N LAWNDALE AVE & W PETERSON AVE,N LAWNDALE AVE,W PETERSON AVE,60659,-87.72136,41.99023
N LAWNDALE AVE & W POTOMAC AVE,N LAWNDALE AVE,W POTOMAC AVE,60651,-87.71908,41.90454
N LAWNDALE AVE & W ROSCOE ST,N LAWNDALE AVE,W ROSCOE ST,60618,-87.71996,41.94283
N LAWNDALE AVE & W ROSEMONT AVE,N LAWNDALE AVE,W ROSEMONT AVE,60659,-87.72148,41.9955
N LAWNDALE AVE & W SCHOOL ST,N LAWNDALE AVE,W SCHOOL ST,60618,-87.7199,41.94101
N LAWNDALE AVE & W SCHUBERT AVE,N LAWNDALE AVE,W SCHUBERT AVE,60647,-87.71959,41.93007
N LAWNDALE AVE & W SHAKESPEARE AVE,N LAWNDALE AVE,W SHAKESPEARE AVE,60647,-87.7193,41.92
N LAWNDALE AVE & W SUNNYSIDE AVE,N LAWNDALE AVE,W SUNNYSIDE AVE,60625,-87.72054,41.96286
N LAWNDALE AVE & W THOMAS ST,N LAWNDALE AVE,W THOMAS ST,60651,-87.71894,41.90091
N LAWNDALE AVE & W WABANSIA AVE,N LAWNDALE AVE,W WABANSIA AVE,60647,-87.71905,41.91179
N LAWNDALE AVE & W WILSON AVE,N LAWNDALE AVE,W WILSON AVE,60625,-87.72059,41.96468
N LAWNDALE AVE & W WOLFRAM ST,N LAWNDALE AVE,W WOLFRAM ST,60618,-87.71966,41.9328
N LAWNDALE AVE & W WRIGHTWOOD AVE,N LAWNDALE AVE,W WRIGHTWOOD AVE,60647,-87.71953,41.92822
N LAWRENCE WILSON DR & W LAWRENCE DR,N LAWRENCE WILSON DR,W LAWRENCE DR,60640,-87.64492,41.96973
N LAWRENCE WILSON DR & W WILSON DR,N LAWRENCE WILSON DR,W WILSON DR,60640,-87.64285,41.96673
N LE MAI AVE & N LEOTI AVE,N LE MAI AVE,N LEOTI AVE,60646,-87.75804,41.99543
N LE MAI AVE & W DEVON AVE,N LE MAI AVE,W DEVON AVE,60646,-87.75646,41.99731
N LEADER AVE & N LEOTI AVE,N LEADER AVE,N LEOTI AVE,60646,-87.75288,41.99301
N LEAMINGTON AVE & W AUGUSTA BLVD,N LEAMINGTON AVE,W AUGUSTA BLVD,60651,-87.75446,41.89859
N LEAMINGTON AVE & W BELDEN AVE,N LEAMINGTON AVE,W BELDEN AVE,60639,-87.75486,41.9223
N LEAMINGTON AVE & W BELLE PLAINE AVE,N LEAMINGTON AVE,W BELLE PLAINE AVE,60641,-87.75598,41.95514
N LEAMINGTON AVE & W BERTEAU AVE,N LEAMINGTON AVE,W BERTEAU AVE,60641,-87.75604,41.95697
N LEAMINGTON AVE & W BERWYN AVE,N LEAMINGTON AVE,W BERWYN AVE,60630,-87.75658,41.97706
N LEAMINGTON AVE & W CHICAGO AVE,N LEAMINGTON AVE,W CHICAGO AVE,60651,-87.75438,41.89495
N LEAMINGTON AVE & W DICKENS AVE,N LEAMINGTON AVE,W DICKENS AVE,60639,-87.75476,41.91865
N LEAMINGTON AVE & W DIVISION ST,N LEAMINGTON AVE,W DIVISION ST,60651,-87.75455,41.90226
N LEAMINGTON AVE & W FERDINAND ST,N LEAMINGTON AVE,W FERDINAND ST,60644,-87.75417,41.88932
N LEAMINGTON AVE & W FOSTER AVE,N LEAMINGTON AVE,W FOSTER AVE,60630,-87.75652,41.97523
N LEAMINGTON AVE & W FULTON ST,N LEAMINGTON AVE,W FULTON ST,60644,-87.75404,41.88566
N LEAMINGTON AVE & W GRAND AVE,N LEAMINGTON AVE,W GRAND AVE,60639,-87.7546,41.91687
N LEAMINGTON AVE & W HIRSCH ST,N LEAMINGTON AVE,W HIRSCH ST,60651,-87.75464,41.90589
N LEAMINGTON AVE & W HOMER ST,N LEAMINGTON AVE,W HOMER ST,60639,-87.75433,41.91605
N LEAMINGTON AVE & W HURON ST,N LEAMINGTON AVE,W HURON ST,60644,-87.75431,41.89301
N LEAMINGTON AVE & W IOWA ST,N LEAMINGTON AVE,W IOWA ST,60651,-87.75442,41.89676
N LEAMINGTON AVE & W IRVING PARK RD,N LEAMINGTON AVE,W IRVING PARK RD,60641,-87.75591,41.95331
N LEAMINGTON AVE & W KINZIE ST,N LEAMINGTON AVE,W KINZIE ST,60644,-87.75412,41.88783
N LEAMINGTON AVE & W LE MOYNE ST,N LEAMINGTON AVE,W LE MOYNE ST,60651,-87.75468,41.9077
N LEAMINGTON AVE & W LELAND AVE,N LEAMINGTON AVE,W LELAND AVE,60630,-87.75624,41.96605
N LEAMINGTON AVE & W MAYPOLE AVE,N LEAMINGTON AVE,W MAYPOLE AVE,60644,-87.75399,41.88434
N LEAMINGTON AVE & W NORTH AVE,N LEAMINGTON AVE,W NORTH AVE,60639,-87.75471,41.90952
N LEAMINGTON AVE & W OHIO ST,N LEAMINGTON AVE,W OHIO ST,60644,-87.75424,41.89132
N LEAMINGTON AVE & W PALMER ST,N LEAMINGTON AVE,W PALMER ST,60639,-87.75481,41.92047
N LEAMINGTON AVE & W THOMAS ST,N LEAMINGTON AVE,W THOMAS ST,60651,-87.75451,41.90043
N LEAMINGTON AVE & W WASHINGTON BLVD,N LEAMINGTON AVE,W WASHINGTON BLVD,60644,-87.75389,41.88172
N LEAMINGTON AVE & W WEST END AVE,N LEAMINGTON AVE,W WEST END AVE,60644,-87.75394,41.88302
